id,direction,time,data
145124,Rx,2025-10-30 15:27:42.212,01 03 03 00 02 00 01 24 28
145125,Tx,2025-10-30 15:27:42.604,01 03 03 02 00 04 C0 47
145126,Rx,2025-10-30 15:27:45.190,02 04 03 00 D0 00 01 85 A6
145127,Tx,2025-10-30 15:27:45.545,02 04 03 02 00 00 74 44
145128,Rx,2025-10-30 15:27:47.958,01 03 03 01 97 00 0A 74 3F
145129,Tx,2025-10-30 15:27:48.315,01 03 03 14 10 71 00 39 10 A6 00 41 0E 15 00 06 01 E7 08 F0 00 01 17 67 05 2E
145130,Rx,2025-10-30 15:27:51.753,02 04 03 01 FE 00 1E A5 9B
145131,Tx,2025-10-30 15:27:52.155,02 04 03 3C 15 91 0A 93 0A FF 01 2C 14 65 01 A4 01 B1 00 60 01 E3 08 F0 00 02 17 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 7D
145132,Rx,2025-10-30 15:27:54.867,01 03 03 00 02 00 01 24 28
145133,Tx,2025-10-30 15:27:55.205,01 03 03 02 00 04 C0 47
145134,Rx,2025-10-30 15:27:57.518,02 04 03 00 D0 00 01 85 A6
145135,Tx,2025-10-30 15:27:57.776,02 04 03 02 00 00 74 44
145136,Rx,2025-10-30 15:28:00.005,01 03 03 01 97 00 0A 74 3F
145137,Tx,2025-10-30 15:28:00.429,01 03 03 14 10 5E 00 3E 10 B5 00 3F 0E 27 00 10 01 EB 08 F5 00 01 17 67 83 A6
145138,Rx,2025-10-30 15:28:03.544,02 04 03 01 FE 00 1E A5 9B
145139,Tx,2025-10-30 15:28:03.895,02 04 03 3C 15 77 0A F8 0A 80 00 00 15 77 01 A9 01 B6 00 64 01 EB 08 F3 00 03 17 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1C DC
145140,Rx,2025-10-30 15:28:06.593,01 03 03 00 02 00 01 24 28
145141,Tx,2025-10-30 15:28:07.018,01 03 03 02 00 04 C0 47
145142,Rx,2025-10-30 15:28:09.308,02 04 03 00 D0 00 01 85 A6
145143,Tx,2025-10-30 15:28:09.654,02 04 03 02 00 00 74 44
145144,Rx,2025-10-30 15:28:12.639,01 03 03 01 97 00 0A 74 3F
145145,Tx,2025-10-30 15:28:13.056,01 03 03 14 10 92 00 42 10 9F 00 42 0E 1B 00 04 01 E8 08 F6 00 02 17 65 73 CD
145146,Rx,2025-10-30 15:28:15.681,02 04 03 01 FE 00 1E A5 9B
145147,Tx,2025-10-30 15:28:16.092,02 04 03 3C 14 F4 0A 99 0A 5B 02 9E 12 56 01 A4 01 93 00 69 01 E3 08 F0 00 01 17 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 8C D8
145148,Rx,2025-10-30 15:28:18.635,01 03 03 00 02 00 01 24 28
145149,Tx,2025-10-30 15:28:19.038,01 03 03 02 00 04 C0 47
145150,Rx,2025-10-30 15:28:21.229,02 04 03 00 D0 00 01 85 A6
145151,Tx,2025-10-30 15:28:21.676,02 04 03 02 00 00 74 44
145152,Rx,2025-10-30 15:28:24.765,01 03 03 01 97 00 0A 74 3F
145153,Tx,2025-10-30 15:28:25.178,01 03 03 14 10 75 00 3E 10 CA 00 44 0E 0B 00 0C 01 E6 08 F7 00 03 17 65 BD 8E
145154,Rx,2025-10-30 15:28:27.285,02 04 03 01 FE 00 1E A5 9B
145155,Tx,2025-10-30 15:28:27.613,02 04 03 3C 15 89 0A 65 0B 24 02 31 13 58 01 A7 01 A4 00 6D 01 E8 08 F9 00 02 17 65 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C5 F3
145156,Rx,2025-10-30 15:28:30.597,01 03 03 00 02 00 01 24 28
145157,Tx,2025-10-30 15:28:30.992,01 03 03 02 00 04 C0 47
145158,Rx,2025-10-30 15:28:33.253,02 04 03 00 D0 00 01 85 A6
145159,Tx,2025-10-30 15:28:33.455,02 04 03 02 00 00 74 44
145160,Rx,2025-10-30 15:28:36.423,01 03 03 01 97 00 0A 74 3F
145161,Tx,2025-10-30 15:28:36.666,01 03 03 14 10 72 00 42 10 C6 00 44 0E 22 00 0C 01 F1 08 F2 00 00 17 66 7A 7B
145162,Rx,2025-10-30 15:28:39.468,02 04 03 01 FE 00 1E A5 9B
145163,Tx,2025-10-30 15:28:39.843,02 04 03 3C 16 08 0A 79 0B 8F 04 2A 11 DE 01 AE 01 9E 00 72 01 FD 08 F4 00 03 17 65 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C6 41
145164,Rx,2025-10-30 15:28:42.488,01 03 03 00 02 00 01 24 28
145165,Tx,2025-10-30 15:28:42.968,01 03 03 02 00 04 C0 47
145166,Rx,2025-10-30 15:28:45.784,02 04 03 00 D0 00 01 85 A6
145167,Tx,2025-10-30 15:28:46.168,02 04 03 02 00 00 74 44
145168,Rx,2025-10-30 15:28:48.160,01 03 03 01 97 00 0A 74 3F
145169,Tx,2025-10-30 15:28:48.564,01 03 03 14 10 91 00 47 10 B3 00 42 0E 27 00 17 01 FA 08 FB 00 01 17 65 FE 65
145170,Rx,2025-10-30 15:28:51.266,02 04 03 01 FE 00 1E A5 9B
145171,Tx,2025-10-30 15:28:51.655,02 04 03 3C 17 1F 0B 2B 0B F5 03 0F 14 10 01 AC 01 A4 00 76 01 FE 08 F5 00 03 17 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C0 FD
145172,Rx,2025-10-30 15:28:54.164,01 03 03 00 02 00 01 24 28
145173,Tx,2025-10-30 15:28:54.470,01 03 03 02 00 04 C0 47
145174,Rx,2025-10-30 15:28:57.705,02 04 03 00 D0 00 01 85 A6
145175,Tx,2025-10-30 15:28:57.982,02 04 03 02 00 00 74 44
145176,Rx,2025-10-30 15:29:00.189,01 03 03 01 97 00 0A 74 3F
145177,Tx,2025-10-30 15:29:00.599,01 03 03 14 10 86 00 43 10 B4 00 42 0E 0C 00 19 01 FD 08 F9 00 03 17 68 27 90
145178,Rx,2025-10-30 15:29:03.871,02 04 03 01 FE 00 1E A5 9B
145179,Tx,2025-10-30 15:29:04.276,02 04 03 3C 17 80 0B 62 0C 1E 05 E5 11 9B 01 A8 01 B2 00 7B 01 FE 08 F5 00 03 17 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AA 68
145180,Rx,2025-10-30 15:29:06.128,01 03 03 00 02 00 01 24 28
145181,Tx,2025-10-30 15:29:06.433,01 03 03 02 00 04 C0 47
145182,Rx,2025-10-30 15:29:09.629,02 04 03 00 D0 00 01 85 A6
145183,Tx,2025-10-30 15:29:10.107,02 04 03 02 00 00 74 44
145184,Rx,2025-10-30 15:29:12.268,01 03 03 01 97 00 0A 74 3F
145185,Tx,2025-10-30 15:29:12.702,01 03 03 14 10 B3 00 49 10 E1 00 4A 0E 2F 00 27 01 FF 09 01 00 00 17 69 06 6D
145186,Rx,2025-10-30 15:29:15.707,02 04 03 01 FE 00 1E A5 9B
145187,Tx,2025-10-30 15:29:16.104,02 04 03 3C 18 1B 0C 5D 0B BE 05 61 12 BA 01 AB 01 B1 00 80 01 F8 09 01 00 03 17 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4D 64
145188,Rx,2025-10-30 15:29:17.910,01 03 03 00 02 00 01 24 28
145189,Tx,2025-10-30 15:29:18.387,01 03 03 02 00 04 C0 47
145190,Rx,2025-10-30 15:29:21.807,02 04 03 00 D0 00 01 85 A6
145191,Tx,2025-10-30 15:29:22.097,02 04 03 02 00 00 74 44
145192,Rx,2025-10-30 15:29:24.843,01 03 03 01 97 00 0A 74 3F
145193,Tx,2025-10-30 15:29:25.191,01 03 03 14 10 A0 00 44 10 CA 00 44 0E 25 00 2F 02 07 09 02 00 00 17 67 D5 EE
145194,Rx,2025-10-30 15:29:27.809,02 04 03 01 FE 00 1E A5 9B
145195,Tx,2025-10-30 15:29:28.082,02 04 03 3C 17 41 0B D4 0B 6E 05 9D 11 A4 01 A8 01 B6 00 86 02 09 08 F7 00 00 17 66 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 42 8B
145196,Rx,2025-10-30 15:29:29.898,01 03 03 00 02 00 01 24 28
145197,Tx,2025-10-30 15:29:30.348,01 03 03 02 00 04 C0 47
145198,Rx,2025-10-30 15:29:33.467,02 04 03 00 D0 00 01 85 A6
145199,Tx,2025-10-30 15:29:33.852,02 04 03 02 00 00 74 44
145200,Rx,2025-10-30 15:29:35.921,01 03 03 01 97 00 0A 74 3F
145201,Tx,2025-10-30 15:29:36.252,01 03 03 14 10 B2 00 47 10 E8 00 4C 0E 25 00 2D 02 09 09 00 00 01 17 66 3A 54
145202,Rx,2025-10-30 15:29:39.096,02 04 03 01 FE 00 1E A5 9B
145203,Tx,2025-10-30 15:29:39.542,02 04 03 3C 18 A1 0B CD 0C D4 07 BD 10 E4 01 AD 01 A8 00 8B 01 FF 08 F9 00 03 17 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 52 55
145204,Rx,2025-10-30 15:29:42.458,01 03 03 00 02 00 01 24 28
145205,Tx,2025-10-30 15:29:42.814,01 03 03 02 00 04 C0 47
145206,Rx,2025-10-30 15:29:45.163,02 04 03 00 D0 00 01 85 A6
145207,Tx,2025-10-30 15:29:45.528,02 04 03 02 00 00 74 44
145208,Rx,2025-10-30 15:29:48.564,01 03 03 01 97 00 0A 74 3F
145209,Tx,2025-10-30 15:29:48.819,01 03 03 14 10 A6 00 4E 10 E6 00 49 0E 1B 00 29 02 04 09 03 00 02 17 69 8A 18
145210,Rx,2025-10-30 15:29:51.021,02 04 03 01 FE 00 1E A5 9B
145211,Tx,2025-10-30 15:29:51.337,02 04 03 3C 18 30 0C 08 0C 28 06 DE 11 53 01 AB 01 A3 00 90 02 01 09 02 00 00 17 66 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2A 67
145212,Rx,2025-10-30 15:29:54.217,01 03 03 00 02 00 01 24 28
145213,Tx,2025-10-30 15:29:54.621,01 03 03 02 00 04 C0 47
145214,Rx,2025-10-30 15:29:57.605,02 04 03 00 D0 00 01 85 A6
145215,Tx,2025-10-30 15:29:58.003,02 04 03 02 00 00 74 44
145216,Rx,2025-10-30 15:30:00.194,01 03 03 01 97 00 0A 74 3F
145217,Tx,2025-10-30 15:30:00.676,01 03 03 14 10 A3 00 4F 10 F3 00 47 0E 20 00 39 02 0A 08 FF 00 03 17 69 2C E4
145218,Rx,2025-10-30 15:30:02.911,02 04 03 01 FE 00 1E A5 9B
145219,Tx,2025-10-30 15:30:03.308,02 04 03 3C 18 8A 0C 7A 0C 10 07 53 11 37 01 B1 01 A1 00 96 02 08 09 02 00 02 17 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FE 58
145220,Rx,2025-10-30 15:30:06.598,01 03 03 00 02 00 01 24 28
145221,Tx,2025-10-30 15:30:06.917,01 03 03 02 00 04 C0 47
145222,Rx,2025-10-30 15:30:09.102,02 04 03 00 D0 00 01 85 A6
145223,Tx,2025-10-30 15:30:09.345,02 04 03 02 00 00 74 44
